Order ID,Ship Date,Ship Mode
CA-2017-104885,3/8/2017,Standard Class
US-2016-157490,10/7/2016,First Class
CA-2015-161452,4/11/2015,Standard Class
US-2014-115196,9/13/2014,Standard Class
CA-2016-138968,3/16/2016,First Class
CA-2015-101889,12/31/2015,Standard Class
CA-2017-110821,8/8/2017,First Class
CA-2015-121552,3/27/2015,Standard Class
CA-2015-107685,12/2/2015,Second Class
US-2014-120740,4/15/2014,Same Day
CA-2017-155740,8/2/2017,First Class
CA-2017-146493,6/5/2017,Standard Class
CA-2014-105417,1/12/2014,Standard Class
US-2017-141509,10/1/2017,First Class
CA-2017-139493,9/19/2017,Standard Class
CA-2014-151967,10/26/2014,Standard Class
US-2016-140158,10/8/2016,Standard Class
CA-2015-130974,11/29/2015,Second Class
CA-2017-133487,5/9/2017,Second Class
CA-2014-142951,10/8/2014,Same Day
CA-2014-133592,1/7/2015,Standard Class
CA-2015-120782,5/1/2015,First Class
CA-2015-116876,2/21/2015,Standard Class
CA-2016-169838,11/29/2016,Standard Class
US-2017-128951,7/17/2017,First Class
CA-2014-102330,1/3/2015,Standard Class
CA-2016-118899,3/22/2016,Same Day
CA-2017-107958,7/5/2017,First Class
CA-2017-151799,12/18/2017,Standard Class
CA-2016-114601,9/2/2016,Standard Class
CA-2017-100237,10/19/2017,Standard Class
CA-2014-139542,10/29/2014,Standard Class
US-2015-142811,4/7/2015,Standard Class
CA-2017-139353,10/30/2017,Second Class
CA-2014-150203,12/7/2014,First Class
US-2017-101518,11/8/2017,Standard Class
CA-2015-149636,1/12/2015,Standard Class
US-2017-146213,9/14/2017,Standard Class
CA-2015-108588,1/10/2015,Standard Class
US-2017-138086,4/20/2017,Standard Class
CA-2015-139374,9/14/2015,Standard Class
CA-2016-113978,9/29/2016,Standard Class
US-2015-150231,3/20/2015,Second Class
CA-2016-106915,12/2/2016,Standard Class
US-2016-109260,10/1/2016,Standard Class
CA-2017-104850,6/19/2017,Standard Class
CA-2017-140508,9/21/2017,First Class
CA-2017-143294,6/8/2017,Standard Class
CA-2016-165673,5/19/2016,Second Class
CA-2017-134418,9/20/2017,Standard Class
US-2016-106313,8/26/2016,Standard Class
CA-2014-105872,6/6/2014,Standard Class
CA-2017-108287,12/20/2017,First Class
CA-2017-141103,8/6/2017,Standard Class
CA-2014-154781,11/26/2014,Standard Class
CA-2015-147816,9/26/2015,Second Class
CA-2017-105326,8/27/2017,Standard Class
CA-2016-133613,6/22/2016,Standard Class
CA-2015-109113,12/23/2015,Standard Class
CA-2015-156153,6/2/2015,Second Class
CA-2015-133242,6/24/2015,Standard Class
CA-2015-158323,12/3/2015,First Class
CA-2015-161795,12/23/2015,Second Class
CA-2017-100902,11/21/2017,Standard Class
CA-2017-112844,11/16/2017,Second Class
CA-2016-158925,10/28/2016,Standard Class
CA-2014-155390,12/11/2014,Standard Class
CA-2017-123071,12/6/2017,First Class
CA-2017-156391,9/28/2017,First Class
CA-2015-103093,2/7/2015,Standard Class
US-2017-118941,8/12/2017,Same Day
CA-2015-169299,8/26/2015,First Class
CA-2017-154088,11/17/2017,Standard Class
CA-2016-155978,8/1/2016,Same Day
CA-2016-108196,12/2/2016,Standard Class
CA-2016-152800,4/15/2016,First Class
CA-2014-166961,12/31/2014,Standard Class
CA-2016-139381,4/22/2016,Standard Class
CA-2015-132136,3/12/2015,Standard Class
CA-2016-162236,11/6/2016,Second Class
US-2014-111353,12/6/2014,Standard Class
US-2016-117037,5/20/2016,First Class
CA-2017-160801,9/19/2017,Same Day
CA-2016-108364,12/24/2016,Standard Class
CA-2017-169362,10/15/2017,First Class
CA-2015-127481,12/15/2015,Second Class
CA-2015-112711,7/18/2015,Standard Class
US-2015-145121,10/6/2015,Standard Class
CA-2017-166184,3/27/2017,First Class
CA-2017-157413,6/6/2017,Standard Class
CA-2014-143637,3/29/2014,Second Class
CA-2015-102260,9/26/2015,Standard Class
US-2016-137295,1/13/2016,Standard Class
CA-2016-134334,2/15/2016,First Class
US-2017-109316,6/10/2017,First Class
CA-2016-138478,10/26/2016,Second Class
CA-2017-150469,1/30/2017,Standard Class
CA-2017-152436,12/10/2017,Second Class
CA-2016-169334,10/24/2016,Second Class
US-2014-115413,9/1/2014,Standard Class
CA-2014-125150,5/23/2014,Standard Class
CA-2015-127327,2/7/2015,Standard Class
CA-2017-117114,11/5/2017,Standard Class
CA-2015-137302,5/1/2015,Standard Class
CA-2016-112382,5/13/2016,Standard Class
CA-2015-128958,1/28/2015,Standard Class
CA-2015-106257,4/17/2015,Second Class
CA-2015-149083,9/30/2015,Standard Class
US-2014-137869,4/2/2014,Standard Class
CA-2016-116603,7/22/2016,Standard Class
CA-2014-158470,4/23/2014,Second Class
US-2017-123834,7/25/2017,Standard Class
CA-2015-125976,10/2/2015,Standard Class
CA-2016-128706,3/2/2016,Standard Class
CA-2016-104311,5/6/2016,Standard Class
CA-2014-169649,12/15/2014,Standard Class
CA-2015-144890,12/29/2015,Standard Class
CA-2017-135587,12/12/2017,Standard Class
CA-2014-103429,6/1/2014,First Class
CA-2017-152261,3/6/2017,Standard Class
CA-2015-142993,10/17/2015,Standard Class
CA-2015-143364,7/19/2015,Second Class
CA-2014-100972,11/24/2014,Second Class
CA-2016-136994,6/2/2016,Standard Class
US-2017-166233,7/9/2017,Standard Class
CA-2017-122112,9/29/2017,Standard Class
CA-2016-101672,10/7/2016,Standard Class
CA-2017-168403,9/15/2017,Standard Class
CA-2015-148705,3/18/2015,Standard Class
CA-2016-160241,12/4/2016,Second Class
CA-2016-155747,6/21/2016,Standard Class
CA-2017-118017,12/6/2017,Second Class
CA-2016-113117,8/22/2016,Standard Class
CA-2016-148684,12/29/2016,Standard Class
CA-2017-125367,7/30/2017,Standard Class
CA-2017-124744,6/25/2017,Standard Class
CA-2017-128363,8/18/2017,Standard Class
CA-2015-126669,11/13/2015,Standard Class
US-2015-118766,10/22/2015,Standard Class
CA-2016-112585,8/2/2016,First Class
CA-2016-149762,12/7/2016,Standard Class
CA-2016-167605,4/30/2016,Second Class
US-2017-105697,8/27/2017,First Class
CA-2017-165323,6/21/2017,Standard Class
CA-2015-110891,11/24/2015,Standard Class
CA-2017-100783,9/8/2017,Second Class
CA-2015-152513,7/8/2015,Second Class
CA-2017-139822,9/21/2017,Standard Class
CA-2017-107713,3/17/2017,Standard Class
CA-2017-134096,9/29/2017,Standard Class
CA-2016-125843,8/16/2016,First Class
CA-2017-120404,11/24/2017,Second Class
CA-2017-167549,7/27/2017,First Class
CA-2016-120082,3/27/2016,Second Class
US-2016-168095,7/20/2016,Standard Class
CA-2017-166093,8/24/2017,Standard Class
CA-2016-146325,12/17/2016,First Class
CA-2017-134194,1/1/2018,Standard Class
CA-2014-131009,3/5/2014,Standard Class
CA-2015-145814,11/24/2015,Standard Class
CA-2014-138359,4/6/2014,Standard Class
CA-2017-131807,10/10/2017,Standard Class
CA-2017-104864,11/23/2017,Second Class
CA-2015-138219,3/30/2015,Standard Class
CA-2016-157707,10/12/2016,First Class
US-2015-126753,8/20/2015,Standard Class
CA-2014-166051,6/5/2014,Standard Class
CA-2015-113040,8/31/2015,Standard Class
CA-2014-103800,1/7/2014,Standard Class
CA-2014-113383,9/13/2014,First Class
CA-2017-152499,1/25/2017,Second Class
CA-2016-151498,4/24/2016,First Class
CA-2016-137939,7/23/2016,Second Class
US-2016-117793,8/29/2016,Standard Class
CA-2016-133872,6/17/2016,First Class
US-2015-165743,11/23/2015,Second Class
US-2017-105998,11/5/2017,First Class
US-2014-148194,5/7/2014,First Class
US-2015-151407,11/12/2015,Standard Class
CA-2015-110870,12/15/2015,First Class
CA-2014-143210,12/3/2014,First Class
CA-2016-139808,10/11/2016,Standard Class
CA-2015-110863,11/24/2015,Standard Class
CA-2014-127859,3/20/2014,Second Class
US-2015-136427,6/23/2015,First Class
CA-2017-120168,5/25/2017,Same Day
US-2014-131870,9/11/2014,First Class
CA-2017-114804,10/19/2017,Second Class
CA-2017-167227,11/5/2017,First Class
CA-2014-129189,7/25/2014,Standard Class
CA-2015-132465,9/15/2015,Second Class
CA-2016-166373,10/25/2016,Standard Class
CA-2016-158806,1/11/2016,Standard Class
CA-2015-119690,6/28/2015,First Class
CA-2015-153738,9/22/2015,First Class
CA-2017-169012,7/14/2017,Standard Class
CA-2017-109393,7/2/2017,Second Class
CA-2017-121489,8/25/2017,Second Class
US-2017-133081,3/15/2017,Standard Class
CA-2017-165008,9/17/2017,Second Class
CA-2016-145611,9/24/2016,Standard Class
CA-2016-113600,12/17/2016,Second Class
CA-2017-130834,11/6/2017,Second Class
CA-2016-168543,7/7/2016,Standard Class
CA-2014-144974,9/30/2014,Standard Class
CA-2014-109904,7/17/2014,Second Class
CA-2017-152205,10/5/2017,Standard Class
CA-2015-121188,9/4/2015,Standard Class
CA-2015-156013,9/26/2015,Standard Class
CA-2016-132997,11/9/2016,First Class
US-2015-160563,10/24/2015,Standard Class
CA-2017-151750,1/5/2017,Standard Class
CA-2015-106187,6/29/2015,Standard Class
US-2016-164945,11/27/2016,Standard Class
CA-2015-150714,11/1/2015,Standard Class
CA-2016-105753,10/26/2016,Standard Class
CA-2017-120894,5/2/2017,Standard Class
CA-2016-106621,10/1/2016,Second Class
CA-2015-107020,7/14/2015,Standard Class
US-2015-117492,8/9/2015,First Class
CA-2014-101392,12/13/2014,Standard Class
CA-2015-127502,12/14/2015,Standard Class
CA-2017-143658,11/13/2017,Second Class
CA-2017-133046,8/1/2017,Second Class
CA-2017-122798,1/1/2018,Standard Class
CA-2016-169663,3/13/2016,First Class
CA-2015-149846,5/26/2015,Standard Class
CA-2017-159149,2/19/2017,First Class
US-2017-167570,12/15/2017,Standard Class
CA-2017-160122,11/23/2017,Standard Class
CA-2016-130393,12/3/2016,Second Class
CA-2017-144820,10/7/2017,Second Class
CA-2017-101014,9/4/2017,Standard Class
CA-2017-105543,11/24/2017,Same Day
US-2017-113201,7/5/2017,Standard Class
US-2017-106551,7/27/2017,Standard Class
CA-2016-116722,11/16/2016,Standard Class
CA-2014-138128,12/15/2014,Standard Class
US-2017-150070,9/12/2017,Standard Class
CA-2015-137064,2/13/2015,Standard Class
CA-2017-157350,9/1/2017,Standard Class
CA-2014-127866,7/23/2014,First Class
CA-2015-131352,10/13/2015,Standard Class
CA-2015-121776,2/21/2015,Standard Class
CA-2016-118073,8/16/2016,Standard Class
CA-2014-103219,11/13/2014,Standard Class
CA-2016-102561,7/22/2016,Standard Class
CA-2016-100993,2/10/2016,Standard Class
US-2014-112949,6/27/2014,Standard Class
US-2017-146822,6/14/2017,Standard Class
US-2016-131058,12/31/2016,Standard Class
CA-2014-167997,1/29/2014,First Class
CA-2017-140151,3/25/2017,First Class
US-2017-143770,3/24/2017,Standard Class
CA-2016-131296,10/9/2016,Standard Class
CA-2016-103464,11/22/2016,Standard Class
CA-2017-136238,1/1/2018,Standard Class
CA-2016-120803,3/13/2016,Standard Class
CA-2016-134138,2/20/2016,Standard Class
CA-2015-120915,10/3/2015,Second Class
CA-2015-168207,11/6/2015,Standard Class
CA-2016-144148,8/5/2016,Standard Class
CA-2017-107174,11/13/2017,Standard Class
CA-2016-146150,2/19/2016,Standard Class
CA-2014-114125,7/13/2014,Standard Class
CA-2016-114944,2/4/2016,Standard Class
CA-2016-135965,9/25/2016,First Class
CA-2017-149699,12/24/2017,First Class
CA-2016-166429,9/8/2016,Standard Class
CA-2015-112767,8/6/2015,Standard Class
CA-2015-119879,11/25/2015,Standard Class
CA-2017-155642,5/22/2017,Standard Class
US-2017-101721,7/27/2017,Standard Class
CA-2015-136728,9/17/2015,Second Class
CA-2016-127194,12/16/2016,Standard Class
CA-2015-140375,10/5/2015,Second Class
US-2017-155866,11/21/2017,Standard Class
CA-2015-141327,12/3/2015,First Class
CA-2015-136700,12/11/2015,Second Class
CA-2017-102736,9/9/2017,Standard Class
CA-2017-125269,4/30/2017,Standard Class
CA-2015-114811,11/8/2015,Same Day
CA-2015-122266,4/30/2015,Standard Class
CA-2015-141565,9/24/2015,Standard Class
CA-2017-128769,9/12/2017,Standard Class
CA-2016-116337,11/12/2016,Standard Class
CA-2015-120845,10/2/2015,Standard Class
CA-2014-120775,10/7/2014,Standard Class
CA-2014-152905,2/24/2014,Standard Class
CA-2016-104633,6/16/2016,Standard Class
CA-2017-104136,11/4/2017,Second Class
CA-2016-123050,4/8/2016,Second Class
CA-2016-162355,7/2/2016,Second Class
CA-2014-158225,9/28/2014,Standard Class
CA-2017-102204,5/6/2017,Standard Class
CA-2017-103065,10/20/2017,Same Day
CA-2014-109855,9/5/2014,Standard Class
CA-2014-109897,8/16/2014,Standard Class
US-2014-143581,8/23/2014,Standard Class
CA-2015-129217,5/10/2015,Same Day
CA-2016-133816,5/13/2016,Second Class
CA-2015-140221,3/9/2015,Second Class
CA-2017-152310,8/19/2017,Standard Class
CA-2016-118101,6/26/2016,Same Day
CA-2016-100307,12/19/2016,Standard Class
CA-2015-138457,9/17/2015,Standard Class
CA-2014-131800,1/4/2015,Standard Class
CA-2014-118304,5/4/2014,Standard Class
CA-2017-121790,2/6/2017,Standard Class
CA-2016-169670,12/31/2016,Standard Class
CA-2016-139549,10/25/2016,Standard Class
CA-2015-104059,6/15/2015,Second Class
CA-2017-164112,7/4/2017,Standard Class
CA-2015-143882,6/30/2015,Standard Class
US-2016-139262,2/25/2016,Standard Class
CA-2017-146192,4/26/2017,Standard Class
CA-2017-134810,5/10/2017,First Class
CA-2015-154284,12/26/2015,Second Class
CA-2014-156244,8/16/2014,Standard Class
CA-2015-106362,12/15/2015,Standard Class
US-2017-168802,11/7/2017,Standard Class
US-2017-146906,3/17/2017,Standard Class
CA-2016-166380,6/3/2016,Standard Class
US-2015-158911,7/11/2015,Standard Class
US-2014-103338,3/15/2014,Standard Class
CA-2015-109169,4/24/2015,Standard Class
US-2017-167318,8/1/2017,Standard Class
US-2014-120313,11/2/2014,Second Class
CA-2017-135419,11/9/2017,Standard Class
CA-2016-128671,8/16/2016,Standard Class
CA-2016-149335,7/25/2016,Same Day
CA-2014-168312,3/7/2014,Standard Class
US-2017-105935,1/31/2017,Standard Class
CA-2014-161508,7/16/2014,Standard Class
CA-2017-130904,4/16/2017,Standard Class
CA-2017-133620,11/18/2017,Standard Class
CA-2015-142937,12/6/2015,First Class
US-2016-149790,10/1/2016,Standard Class
CA-2016-130778,11/25/2016,Standard Class
CA-2017-144456,9/9/2017,First Class
CA-2017-103478,7/24/2017,Second Class
CA-2017-118577,10/11/2017,Standard Class
CA-2017-113572,11/11/2017,Standard Class
CA-2016-153269,3/12/2016,First Class
CA-2017-161655,5/18/2017,Second Class
CA-2016-101469,7/8/2016,Standard Class
CA-2014-153087,1/3/2015,Standard Class
CA-2017-135076,4/17/2017,Standard Class
CA-2014-161634,11/20/2014,Standard Class
CA-2017-141481,6/14/2017,First Class
CA-2016-132549,11/30/2016,Standard Class
US-2014-155544,3/25/2014,Standard Class
US-2015-115238,5/4/2015,Standard Class
CA-2017-132199,5/8/2017,Standard Class
CA-2016-163174,8/30/2016,Standard Class
CA-2014-110555,4/18/2014,Standard Class
CA-2017-147207,1/4/2017,Second Class
CA-2017-137631,5/2/2017,Standard Class
CA-2017-157273,2/2/2017,First Class
CA-2014-109918,9/12/2014,Second Class
CA-2016-118745,6/16/2016,Standard Class
CA-2016-163972,10/21/2016,Standard Class
CA-2014-165393,12/30/2014,First Class
CA-2016-113726,12/1/2016,Standard Class
CA-2016-152940,11/13/2016,First Class
CA-2015-158701,1/10/2015,Standard Class
CA-2017-156272,3/27/2017,Standard Class
CA-2015-162964,11/18/2015,Standard Class
CA-2014-103527,9/14/2014,Second Class
CA-2016-134544,3/19/2016,Second Class
CA-2016-163048,2/15/2016,Standard Class
CA-2016-145135,11/28/2016,First Class
CA-2017-137582,9/8/2017,Standard Class
CA-2015-149601,6/3/2015,Standard Class
CA-2014-139423,11/5/2014,Standard Class
CA-2016-102596,12/30/2016,First Class
CA-2017-153227,12/6/2017,First Class
CA-2017-110625,12/30/2017,Standard Class
CA-2016-142594,12/6/2016,Second Class
CA-2014-152254,6/30/2014,Same Day
US-2014-120236,9/4/2014,First Class
CA-2017-120061,11/7/2017,Second Class
CA-2015-133837,4/18/2015,Standard Class
CA-2015-110814,12/9/2015,Second Class
CA-2016-154067,2/7/2016,Standard Class
CA-2017-140480,7/12/2017,Standard Class
CA-2015-134082,12/17/2015,Standard Class
CA-2016-130820,11/15/2016,Same Day
CA-2016-159765,5/12/2016,Second Class
CA-2017-132290,3/14/2017,Standard Class
CA-2016-147109,12/21/2016,Standard Class
CA-2017-107265,4/12/2017,Standard Class
CA-2017-118199,5/11/2017,First Class
CA-2017-150091,10/16/2017,Standard Class
CA-2016-137652,8/30/2016,First Class
CA-2015-128356,10/7/2015,Standard Class
CA-2017-167017,11/25/2017,First Class
US-2017-132220,11/16/2017,Standard Class
CA-2016-118129,12/21/2016,Second Class
US-2014-113124,4/5/2014,Standard Class
CA-2017-155621,11/13/2017,Standard Class
US-2014-127635,9/18/2014,Second Class
CA-2015-151470,9/26/2015,Standard Class
CA-2015-112823,12/16/2015,Standard Class
CA-2014-108861,6/1/2014,Standard Class
CA-2017-114370,3/17/2017,Second Class
CA-2016-158302,12/12/2016,Second Class
CA-2017-145779,5/10/2017,Standard Class
US-2016-155173,3/10/2016,Standard Class
CA-2017-125451,10/24/2017,First Class
CA-2014-131387,4/30/2014,First Class
CA-2016-125087,4/23/2016,Standard Class
CA-2016-154081,5/29/2016,Standard Class
US-2017-118556,6/2/2017,Second Class
CA-2014-126200,8/29/2014,Standard Class
CA-2014-146500,9/4/2014,Standard Class
CA-2015-169537,9/7/2015,Second Class
CA-2014-100881,4/1/2014,Standard Class
CA-2015-144043,5/15/2015,Standard Class
CA-2015-116512,4/14/2015,Standard Class
CA-2015-101000,4/14/2015,Standard Class
CA-2016-168557,9/23/2016,Standard Class
US-2016-164196,11/17/2016,Standard Class
US-2017-132031,4/27/2017,Standard Class
CA-2015-169733,10/26/2015,Second Class
CA-2017-169404,4/14/2017,Standard Class
CA-2017-134880,11/1/2017,Standard Class
CA-2015-145758,10/30/2015,Same Day
CA-2017-158736,12/24/2017,Standard Class
US-2016-119270,3/16/2016,Standard Class
CA-2014-109890,7/27/2014,Standard Class
CA-2016-138583,5/28/2016,Standard Class
US-2017-118535,2/15/2017,Standard Class
CA-2016-126284,9/24/2016,Standard Class
CA-2017-142391,9/24/2017,Same Day
CA-2017-124716,3/31/2017,Standard Class
CA-2016-158841,2/4/2016,Second Class
CA-2017-106824,7/11/2017,Standard Class
CA-2015-109190,10/28/2015,Standard Class
CA-2016-143154,12/8/2016,Standard Class
CA-2014-169061,3/8/2014,Second Class
CA-2015-102316,3/3/2015,Second Class
CA-2014-164903,2/24/2014,Standard Class
CA-2016-109400,5/6/2016,Standard Class
CA-2016-130400,3/12/2016,Standard Class
CA-2015-135853,12/14/2015,First Class
CA-2016-103359,12/26/2016,Standard Class
CA-2016-144645,2/8/2016,Standard Class
CA-2017-141614,6/9/2017,Standard Class
CA-2015-122168,8/26/2015,Standard Class
CA-2016-132899,4/11/2016,Standard Class
CA-2017-149720,6/7/2017,Second Class
CA-2017-118003,12/10/2017,Standard Class
CA-2016-141887,1/15/2016,Standard Class
US-2016-160206,4/7/2016,Standard Class
CA-2017-133074,9/25/2017,Standard Class
CA-2017-161172,3/16/2017,Same Day
CA-2017-137624,11/17/2017,Standard Class
CA-2016-156748,12/6/2016,Standard Class
CA-2015-169677,1/15/2015,Second Class
US-2014-163146,5/20/2014,Standard Class
CA-2015-157343,6/11/2015,Standard Class
CA-2017-147354,3/13/2017,Standard Class
CA-2015-157287,12/23/2015,First Class
CA-2014-137575,8/11/2014,Standard Class
CA-2016-119074,3/31/2016,Standard Class
CA-2015-149566,12/10/2015,Standard Class
CA-2015-126186,9/12/2015,First Class
CA-2015-121132,7/24/2015,Standard Class
CA-2014-140473,6/3/2014,Standard Class
US-2017-102904,11/20/2017,Standard Class
CA-2016-102092,12/11/2016,First Class
CA-2015-117884,3/22/2015,Same Day
CA-2016-132829,12/26/2016,Second Class
CA-2016-123540,4/6/2016,Second Class
US-2017-108315,5/4/2017,Standard Class
CA-2016-134110,11/18/2016,First Class
US-2016-136581,11/12/2016,First Class
CA-2016-162390,12/12/2016,Standard Class
CA-2016-162222,4/3/2016,Same Day
CA-2014-121629,12/2/2014,Standard Class
CA-2015-164623,10/22/2015,First Class
CA-2014-159849,9/19/2014,Same Day
CA-2017-101273,8/30/2017,Second Class
CA-2017-106747,7/4/2017,First Class
CA-2017-146164,12/26/2017,Standard Class
CA-2016-111605,1/2/2017,Standard Class
CA-2014-130673,5/22/2014,Second Class
CA-2014-104808,2/8/2014,Second Class
US-2017-132927,12/15/2017,Standard Class
CA-2017-162015,7/18/2017,Standard Class
CA-2015-138492,5/22/2015,Standard Class
CA-2017-145338,2/1/2017,First Class
CA-2017-126676,10/1/2017,First Class
CA-2017-101700,4/26/2017,First Class
CA-2017-159667,11/13/2017,Standard Class
CA-2014-111934,5/7/2014,First Class
US-2016-117387,10/31/2016,Standard Class
CA-2014-141110,12/1/2014,Standard Class
US-2014-133949,12/31/2014,Same Day
US-2016-116365,1/8/2016,Standard Class
CA-2017-162936,8/22/2017,Standard Class
CA-2014-151946,6/9/2014,Standard Class
CA-2017-123624,11/17/2017,Second Class
CA-2016-146437,2/1/2016,Second Class
CA-2016-138233,11/14/2016,Standard Class
CA-2016-165918,9/14/2016,Standard Class
CA-2017-117513,3/8/2017,Standard Class
CA-2017-132437,9/13/2017,Second Class
US-2017-119319,11/9/2017,Second Class
CA-2017-104318,5/18/2017,Standard Class
US-2016-114230,12/1/2016,Standard Class
CA-2015-136147,11/18/2015,Standard Class
CA-2015-156118,12/12/2015,Standard Class
CA-2015-164084,9/12/2015,Standard Class
CA-2016-107783,7/29/2016,First Class
CA-2017-159793,8/29/2017,Standard Class
CA-2014-160094,5/2/2014,First Class
CA-2017-151281,5/2/2017,Standard Class
CA-2017-118346,7/24/2017,First Class
CA-2014-129819,12/15/2014,Second Class
US-2017-148551,1/16/2017,Standard Class
CA-2017-147767,12/2/2017,Same Day
CA-2015-108259,11/15/2015,Standard Class
CA-2016-113341,11/29/2016,Standard Class
US-2015-131842,12/8/2015,First Class
CA-2016-164574,8/3/2016,Standard Class
CA-2014-142769,9/13/2014,Same Day
CA-2016-168361,6/25/2016,Standard Class
CA-2016-153185,9/8/2016,Standard Class
CA-2017-124765,11/30/2017,Standard Class
CA-2015-131856,5/17/2015,Standard Class
CA-2017-126634,4/1/2017,Second Class
CA-2016-118500,11/18/2016,First Class
CA-2016-163951,1/2/2017,First Class
CA-2016-149916,12/24/2016,Second Class
CA-2015-158918,12/25/2015,Second Class
US-2014-159611,1/1/2015,Second Class
CA-2017-163265,2/21/2017,Standard Class
CA-2017-141705,10/26/2017,First Class
CA-2016-112739,9/7/2016,Second Class
CA-2016-143805,12/3/2016,Second Class
CA-2014-133634,11/10/2014,Standard Class
CA-2017-101665,12/1/2017,Standard Class
CA-2016-155446,12/23/2016,Standard Class
CA-2017-137323,11/18/2017,Second Class
CA-2016-144015,6/26/2016,Same Day
CA-2014-101427,12/30/2014,Standard Class
CA-2016-136770,8/18/2016,Standard Class
CA-2016-118311,10/28/2016,Standard Class
US-2014-112795,8/28/2014,Second Class
CA-2017-127096,9/17/2017,Second Class
CA-2017-119284,6/20/2017,Standard Class
CA-2015-133494,3/5/2015,Standard Class
CA-2016-111318,7/26/2016,First Class
US-2014-132745,10/5/2014,Standard Class
CA-2014-146815,9/13/2014,Standard Class
CA-2014-119144,11/18/2014,First Class
CA-2014-105648,3/7/2014,Standard Class
US-2015-145422,12/7/2015,Standard Class
CA-2017-136623,7/16/2017,Standard Class
CA-2017-121678,11/20/2017,Second Class
CA-2016-120824,6/16/2016,Second Class
US-2016-135209,12/31/2016,Second Class
CA-2017-148145,3/23/2017,Standard Class
CA-2015-103870,12/31/2015,Standard Class
CA-2015-111017,8/6/2015,Standard Class
CA-2017-116988,6/29/2017,Second Class
US-2014-169390,2/10/2014,Second Class
CA-2016-168774,9/9/2016,Standard Class
CA-2017-161592,4/10/2017,Standard Class
US-2017-131961,12/11/2017,First Class
CA-2016-102498,7/25/2016,First Class
CA-2015-113222,11/9/2015,Same Day
US-2015-144771,10/4/2015,First Class
CA-2015-162376,11/25/2015,Second Class
CA-2017-128076,2/7/2017,Standard Class
US-2015-163825,6/19/2015,First Class
CA-2016-105662,5/9/2016,Standard Class
CA-2017-152198,9/10/2017,First Class
CA-2016-114307,7/26/2016,Standard Class
CA-2016-159891,2/6/2016,Standard Class
CA-2016-112578,1/2/2017,Standard Class
CA-2015-107083,11/27/2015,Standard Class
CA-2015-151722,10/9/2015,Standard Class
CA-2016-151148,9/13/2016,Same Day
CA-2017-115882,9/17/2017,First Class
CA-2015-132276,2/28/2015,Standard Class
CA-2016-163636,12/9/2016,Second Class
CA-2016-102813,7/3/2016,First Class
CA-2017-135377,12/18/2017,Standard Class
CA-2015-165813,3/22/2015,Second Class
CA-2015-133585,3/4/2015,First Class
CA-2016-116911,9/20/2016,Standard Class
US-2017-129224,3/23/2017,Standard Class
CA-2017-145765,6/2/2017,Standard Class
CA-2017-126914,6/19/2017,Standard Class
CA-2015-169572,9/12/2015,Standard Class
CA-2017-162075,3/24/2017,Standard Class
CA-2014-162992,12/21/2014,First Class
CA-2016-106397,7/13/2016,Standard Class
US-2016-150140,4/10/2016,Standard Class
CA-2014-116666,5/10/2014,First Class
CA-2017-148992,11/27/2017,Standard Class
CA-2016-140935,11/12/2016,First Class
CA-2014-157644,1/1/2015,First Class
US-2017-100398,8/23/2017,Standard Class
CA-2016-113082,9/16/2016,Standard Class
US-2017-110646,10/31/2017,Standard Class
CA-2017-120614,6/4/2017,Standard Class
US-2016-140172,3/13/2016,Standard Class
CA-2015-127754,7/31/2015,Standard Class
CA-2015-144274,11/25/2015,Second Class
CA-2015-142930,12/2/2015,Standard Class
CA-2017-100622,11/7/2017,Standard Class
CA-2017-117156,3/23/2017,Second Class
CA-2015-115399,12/22/2015,First Class
US-2014-157847,4/6/2014,Second Class
CA-2015-115168,6/9/2015,Standard Class
CA-2014-109680,10/9/2014,First Class
CA-2016-167983,8/24/2016,Second Class
CA-2015-145324,11/19/2015,Standard Class
CA-2015-153423,6/27/2015,Standard Class
US-2017-132675,9/28/2017,Standard Class
CA-2014-153808,4/10/2014,Second Class
US-2016-112396,2/13/2016,Standard Class
CA-2014-141173,11/20/2014,Second Class
CA-2017-156664,12/23/2017,Standard Class
CA-2015-140718,7/4/2015,First Class
CA-2014-119977,10/13/2014,Second Class
US-2015-115343,9/25/2015,First Class
CA-2017-163671,12/30/2017,Standard Class
CA-2017-135909,10/20/2017,Standard Class
US-2017-114356,8/26/2017,Standard Class
CA-2015-125934,9/18/2015,Standard Class
CA-2015-158148,12/26/2015,Standard Class
CA-2014-120411,9/23/2014,First Class
CA-2016-158260,11/8/2016,Standard Class
CA-2017-101805,12/6/2017,Standard Class
US-2014-105137,10/10/2014,Same Day
CA-2017-142489,11/16/2017,Second Class
US-2016-141264,8/19/2016,Standard Class
CA-2017-126928,9/23/2017,Standard Class
US-2015-107944,3/25/2015,First Class
CA-2016-135594,7/3/2016,Second Class
US-2017-115252,10/25/2017,Standard Class
CA-2014-107398,8/30/2014,Standard Class
CA-2014-169642,7/30/2014,Second Class
CA-2017-103968,12/7/2017,Standard Class
CA-2016-147256,10/21/2016,Second Class
CA-2016-162159,9/18/2016,First Class
CA-2015-111038,12/6/2015,Standard Class
CA-2014-124723,8/12/2014,Standard Class
CA-2016-167241,8/22/2016,Standard Class
CA-2015-163237,8/9/2015,Second Class
CA-2016-150483,6/4/2016,Standard Class
